hotelId,HotelName,hotelDescription,HotelType,latLong,bedrooms,isBookable,POOL,PRIVATE_POOL,isFreeBreakfast,hotelStarRating,isFreeCancel,isPayLater,HotelUrl,price,StartDate,EndDate,NightStay,guestRating,totalReviews
523228,Millennium-Gloucester-Hotel-London-Kensington,"This is a large modern hotel set in exclusive South Kensington, 50 metres from Gloucester Road London Underground station with access to the Piccadilly line, and adjacent to the Millennium Conference Centre.
",Hotel,"51.493228,-0.182924",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Millennium-Gloucester-Hotel-London-Kensington.h523228.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,801.6,21-Feb,28-Feb,7,4,"5,532"
21688,KK-Hotel-George-Kensington,"Built in 1897 as terrace homes, this hotel in London's Earls Court residential district is three blocks from Kensington High Street and four blocks from Holland Park.
",Hotel,"51.492416,-0.195174",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-KK-Hotel-George-Kensington.h21688.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,802.46,21-Feb,28-Feb,7,4.4,"2,434"
18561390,Marlin-Waterloo,"Located in London City Centre, this aparthotel is within a 10-minute walk of St. Thomas' Hospital, Westminster Bridge, and Coca-Cola London Eye. Big Ben and London Dungeon are also within 15 minutes. Lambeth North Underground Station is only a 2-minute walk and Waterloo Underground Station is 9 minutes. ",Apart hotel,"51.49916,-0.11322",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Marlin-Waterloo.h18561390.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1170.01,21-Feb,28-Feb,7,4.4,"1,057"
571680,Lancaster-Gate-Hotel,This London hotel is within walking distance of Hyde Park and Paddington station. Kensington Palace and the Royal Albert Hall are both 1.5 km (1 mi.) from the hotel.,Hotel,"51.511307,-0.181941",,TRUE,Pool,private pool,FALSE,3,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Lancaster-Gate-Hotel.h571680.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,771.78,21-Feb,28-Feb,7,3.9,"5,119"
518026,Royal-Lancaster-London,"This 18-storey <strong>London hotel</strong> stands on the edge of Hyde Park, offering a breathtaking view and lies a 5-minute walk from Paddington Underground Station; West End theaters and Knightsbridge shopping are less than 1 mile away. The Royal Lancaster London also stands opposite Kensington Gardens - cross the gardens to reach the Royal Albert Hall. ",Hotel,"51.51246,-0.174934",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Royal-Lancaster-London.h518026.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1326.6,21-Feb,28-Feb,7,4.2,"2,409"
1890700,Hyde-Park-Executive-Apartments,"Located in London City Centre, this apartment building is within 6 mi (10 km) of Kensington Palace, Kensington High Street, and Marble Arch. Park Lane and Oxford Street are also within 6 mi (10 km). ",Apartment,"51.511166,-0.186049",,TRUE,Pool,private pool,FALSE,3,FALSE,TRUE,https://ww5.thomascook.com/London-Hotels-Hyde-Park-Executive-Apartments.h1890700.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,561.6,21-Feb,28-Feb,7,3.1,394
2651,Park-International-Hotel,"Located in upscale South Kensington, this London hotel is 3 blocks from Kensington High Street, and within 2 km. of Hyde Park, Harrods department store, and the Victoria and Albert Museum.",Hotel,"51.494722,-0.186617",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Park-International-Hotel.h2651.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,849.06,21-Feb,28-Feb,7,4.1,"2,514"
21514,Kimpton-Fitzroy-London,Near British Museum,Hotel,"51.522563,-0.125457",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Kimpton-Fitzroy-London.h21514.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1732,21-Feb,28-Feb,7,4.7,383
54985,130-Queens-Gate-Apartments,"Located in London City Centre, this luxury apartment building is within a 5-minute walk of Cromwell Road and Natural History Museum. Kensington High Street and London Science Museum are also within 10 minutes. South Kensington Underground Station is 5 minutes by foot and Gloucester Road Underground Station is 5 minutes. ",Apartment,"51.494496,-0.178764",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-130-Queens-Gate-Apartments.h54985.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1358.07,21-Feb,28-Feb,7,4.6,97
14754,Queens-Park-Hotel,"This white-stucco London hotel is two blocks from Hyde Park, a 10-minute walk from Notting Hill and a 20-minute walk from Harrods, the Portobello Road Market, and Oxford Street shopping. Paddington train station and Central line are nearby. ",Hotel,"51.51166,-0.185262",,TRUE,Pool,private pool,FALSE,3,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Queens-Park-Hotel.h14754.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,538.2,21-Feb,28-Feb,7,3,"2,090"
888830,London-House-Hotel,"This modern, London townhouse hotel is located in a residential area minutes from Hyde Park and Notting Hill, and within walking distance to Bayswater tube station and Paddington tube station, terminal of the Heathrow express.",Hotel,"51.513976,-0.189675",,TRUE,Pool,private pool,FALSE,3,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-London-House-Hotel.h888830.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,725.31,21-Feb,28-Feb,7,4.1,749
15119476,Nell-Gwynn-House,"Located in London City Centre, this aparthotel is 2.8 mi (4.5 km) from Aldwych Theatre and within 6 mi (10 km) of Natural History Museum and Imperial College London. Harrods and Kensington High Street are also within 6 mi (10 km). ",Apart hotel,"51.49229,-0.1658",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Nell-Gwynn-House.h15119476.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,741.23,21-Feb,28-Feb,7,3.9,72
20515,The-Westbourne-Hyde-Park,"Located in London City Centre, this hotel is within 2 mi (3 km) of Kensington High Street, Park Lane, and Kensington Palace. Oxford Street and Marble Arch are also within 1 mi (2 km). Lancaster Gate Underground Station is only a 4-minute walk and Paddington Underground Station is 6 minutes. ",Hotel,"51.513151,-0.177899",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-The-Westbourne-Hyde-Park.h20515.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1105.2,21-Feb,28-Feb,7,4.6,"1,183"
3849185,Corinthia-Hotel-London,"Located in London City Centre, this luxury hotel is within a 10-minute walk of Horse Guard's Building, Trafalgar Square, and National Gallery. Coca-Cola London Eye and Big Ben are also within 10 minutes. Embankment Station and Charing Cross Underground Station are within a 5-minute walk. ",Hotel,"51.506841,-0.12435",,TRUE,Pool,private pool,FALSE,5,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Corinthia-Hotel-London.h3849185.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,3669.03,21-Feb,28-Feb,7,4.9,624
32850491,Golden-By-Saba,"This hotel is located in London (Hammersmith), close to Westfield London Shopping Centre, Kensington High Street, and Kensington Palace. Also nearby are Kensington Gardens and Hammersmith Apollo. ",Hotel,"51.500826,-0.221873",,TRUE,Pool,private pool,TRUE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Golden-By-Saba.h32850491.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,607,21-Feb,28-Feb,7,0,0
5297218,Hyde-Park-Apartments,"Located in London City Centre, this apartment building is within 3 mi (5 km) of Buckingham Palace, Piccadilly Circus, and Trafalgar Square. Big Ben and London Bridge are also within 6 mi (10 km). Paddington Underground Station and London Paddington Station are within a 5-minute walk. ",Apartment,"51.51508,-0.17446",,TRUE,Pool,private pool,FALSE,3.5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Hyde-Park-Apartments.h5297218.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,550.8,21-Feb,28-Feb,7,3.2,139
17684778,Dorsett-City-London,"Located in London City Centre, this hotel is within a 10-minute walk of The Gherkin, Liverpool Street, and Brick Lane. Tower Bridge and London Bridge are also within 1 mi (2 km). Aldgate Station is only a 2-minute walk and Aldgate East Station is 3 minutes. ",Hotel,"51.51418,-0.07549",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Dorsett-City-London.h17684778.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1269,21-Feb,28-Feb,7,4.6,751
2605,Thistle-Kensington-Gardens,"Located in London City Centre, this hotel is within 1 mi (2 km) of Kensington Palace and Imperial College London. Queensway Underground Station is only a 3-minute walk and Bayswater Underground Station is 6 minutes. ",Hotel,"51.51049,-0.183799",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Thistle-Kensington-Gardens.h2605.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,921.01,21-Feb,28-Feb,7,4.1,"1,659"
15246471,Canary-Wharf-Corporate-Riverside-Apartments,"Located in Canary Wharf, this apartment building is 2.6 mi (4.1 km) from Excel Exhibition Centre and 2.9 mi (4.7 km) from Brick Lane. Tower Bridge and The Gherkin are also within 6 mi (10 km). South Quay Station is only a 2-minute walk and Heron Quays Station is 7 minutes. ",Apartment,"51.500737,-0.017862",,TRUE,Pool,private pool,FALSE,3,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Canary-Wharf-Corporate-Riverside-Apartments.h15246471.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1000.4,21-Feb,28-Feb,7,3.7,7
1457972,Grange-St-Pauls,"Located in London City Centre, this luxury hotel is within 2 mi (3 km) of King's College London, Liverpool Street, and National Gallery. Queens Theatre and Her Majesty's Theatre are also within 2 mi (3 km). Aldgate Station is 24 minutes by foot and London Liverpool Street Station is 21 minutes. ",Hotel,"51.51267,-0.099156",,TRUE,Pool,private pool,FALSE,5,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Grange-St-Pauls.h1457972.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1400.84,21-Feb,28-Feb,7,4.3,"1,736"
10546518,Columbia-Hotel,"Located in London City Centre, this hotel is within a 15-minute walk of Kensington High Street and Kensington Palace. Park Lane and Oxford Street are also within 1 mi (2 km). Lancaster Gate Underground Station is only a 4-minute walk and Queensway Underground Station is 7 minutes. ",Hotel,"51.511513,-0.17997",,TRUE,Pool,private pool,TRUE,2.5,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Columbia-Hotel.h10546518.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,738.99,21-Feb,28-Feb,7,3.6,865
19342563,South-Point-Suites,"Located in London City Centre, this aparthotel is within 3 mi (5 km) of Brick Lane, Queens Theatre, and Charing Cross. Churchill War Rooms and Palace Theatre London are also within 3 mi (5 km). Tower Gateway Station is 21 minutes by foot and Elephant & Castle Station is 24 minutes. ",Apart hotel,"51.49864,-0.08136",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-South-Point-Suites.h19342563.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,894.38,21-Feb,28-Feb,7,4.6,230
914179,DoubleTree-by-Hilton-Hotel-London-Westminster,"Located in London City Centre, this hotel is within a 15-minute walk of Tate Britain and Houses of Parliament. Westminster Bridge and Buckingham Palace are also within 1 mi (2 km). Pimlico Underground Station is 10 minutes by foot and St. James's Park Underground Station is 15 minutes. ",Hotel,"51.493238,-0.127351",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-DoubleTree-By-Hilton-Hotel-London-Westminster.h914179.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1008,21-Feb,28-Feb,7,4.3,"3,418"
1585328,The-Grand-at-Trafalgar-Square,"Restored Victorian hotel built in 1887 and situated just off Trafalgar Square in the centre of London; the National Gallery, Covent Garden and theatre district are all within three blocks walk.Charing Cross metro station is just few steps away.",Hotel,"51.507125,-0.125934",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-The-Grand-At-Trafalgar-Square.h1585328.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1353.24,21-Feb,28-Feb,7,4.2,"2,165"
11805987,Claverley-Court,"Located in London City Centre, this luxury apartment building is within 3 mi (5 km) of Green Park, Marble Arch, and Oxford Circus. Harrods and Natural History Museum are also within 6 mi (10 km). ",Apartment,"51.497944,-0.164088",,TRUE,Pool,private pool,FALSE,5,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-Claverley-Court.h11805987.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1966.62,21-Feb,28-Feb,7,4.1,19
179,The-Strand-Palace-Hotel,"Located in London City Centre, this eco-friendly hotel is within a 15-minute walk of Covent Garden Market and Piccadilly Circus. London Dungeon and Big Ben are also within 1 mi (2 km). Charing Cross Underground Station is 5 minutes by foot and Covent Garden Underground Station is 6 minutes. ",Hotel,"51.510746,-0.120745",,TRUE,Pool,private pool,FALSE,4,FALSE,FALSE,https://ww5.thomascook.com/London-Hotels-The-Strand-Palace-Hotel.h179.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,1154.51,21-Feb,28-Feb,7,4,"9,990"
8563,Taj-51-Buckingham-Gate,"This 5-star London townhouse hotel is within walking distance to Buckingham Palace, Westminster Cathedral, and the James Park Tube Station. Big Ben is also about a 5-minute walk away.",Hotel,"51.498747,-0.137371",,TRUE,Pool,private pool,FALSE,5,TRUE,FALSE,https://ww5.thomascook.com/London-Hotels-Taj-51-Buckingham-Gate.h8563.Hotel-Information?chkin=21%2F2%2F2019&chkout=28%2F2%2F2019&rm1=a2&hwrqCacheKey=0a4674ad-ebe4-4444-8325-af4eb360e95bHWRQ1548596765895&cancellable=false&regionId=2114&vip=false&c=a18eb186-a7cc-48b3-b329-a814f11627eb&,2520,21-Feb,28-Feb,7,4.8,432
